,Unnamed: 0,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,entities,sentiment_prediction
78,78,Nice that @mention iPhone app is behaving today. Crashes yesterday were ridiculous. #sxsw,iPad or iPhone App,2,"[{""word"": ""\u0120@"", ""entity"": ""B-product""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-product""}, {""word"": ""\u0120iPhone"", ""entity"": ""I-product""}, {""word"": ""\u0120app"", ""entity"": ""I-product""}]",2
80,80,"Nice!! RT @mention Hey, Apple fans! Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link}",Apple,2,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""S"", ""entity"": ""I-location""}, {""word"": ""X"", ""entity"": ""I-location""}, {""word"": ""SW"", ""entity"": ""I-location""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}]",2
81,81,"one thing @mention is doing so great is get a great, down to earth face to Google as a company - You can only love her #sxsw #sxwsi",Google,2,"[{""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Google"", ""entity"": ""B-corporation""}]",2
86,86,Thanks to @mention for her mention of our new #Speech iPad apps being showcased at the #SXSW Conf. {link} #sxswh #sxsh,iPad or iPhone App,2,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""ech"", ""entity"": ""I-product""}, {""word"": ""\u0120iPad"", ""entity"": ""I-product""}, {""word"": ""\u0120apps"", ""entity"": ""I-product""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120Conf"", ""entity"": ""I-event""}]",2
88,88,What !?!? @mention  #SXSW does not provide iPhone chargers?!?  I've changed my mind about going next year!,iPhone,0,"[{""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120#"", ""entity"": ""B-corporation""}, {""word"": ""S"", ""entity"": ""I-corporation""}, {""word"": ""X"", ""entity"": ""I-corporation""}, {""word"": ""SW"", ""entity"": ""I-corporation""}, {""word"": ""\u0120iPhone"", ""entity"": ""B-product""}]",0
91,91,"XMAS!! RT @mention Shiny new @mention @mention @mention apps, a new @garyvee book, pop-up iPad 2 stores... #SXSW is Christmas for nerds.",iPad,2,"[{""word"": ""X"", ""entity"": ""B-event""}, {""word"": ""MAS"", ""entity"": ""I-event""}, {""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120@"", ""entity"": ""B-product""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120@"", ""entity"": ""I-product""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120@"", ""entity"": ""I-product""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120apps"", ""entity"": ""I-product""}, {""word"": ""\u0120@"", ""entity"": ""B-product""}, {""word"": ""gary"", ""entity"": ""I-person""}, {""word"": ""ve"", ""entity"": ""I-person""}, {""word"": ""e"", ""entity"": ""I-person""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120Christmas"", ""entity"": ""B-event""}]",2
92,92,Yai!!! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link},iPhone,2,"[{""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120#"", ""entity"": ""B-product""}, {""word"": ""Uber"", ""entity"": ""B-product""}, {""word"": ""Social"", ""entity"": ""I-product""}, {""word"": ""iPhone"", ""entity"": ""B-product""}, {""word"": ""\u0120App"", ""entity"": ""B-product""}, {""word"": ""\u0120Uber"", ""entity"": ""B-product""}, {""word"": ""Guide"", ""entity"": ""I-product""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""I-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
94,94,"Fast, Fun &amp; Future: @mention of Google presenting at #sxsw on search, local and mobile",Google,2,"[{""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120of"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Google"", ""entity"": ""I-corporation""}]",2
97,97,Headline: &quot;#iPad 2 is the Must-Have Gadget at #SXSW&quot; Hmm... I could have seen that one coming! {link} #gadget,iPad,2,"[{""word"": ""i"", ""entity"": ""B-product""}, {""word"": ""Pad"", ""entity"": ""I-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}]",2
98,98,".@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy",Google,2,"[{""word"": ""."", ""entity"": ""B-person""}, {""word"": ""@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""qu"", ""entity"": ""I-person""}, {""word"": ""ot"", ""entity"": ""I-person""}, {""word"": "";"", ""entity"": ""I-person""}, {""word"": ""Google"", ""entity"": ""B-corporation""}]",2
100,100,"���@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.�۝",Google,2,"[{""word"": ""\u0120Mark"", ""entity"": ""B-person""}, {""word"": ""\u0120Bel"", ""entity"": ""I-person""}, {""word"": ""insky"", ""entity"": ""I-person""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""I-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",1
103,103,"Kawasaki: &quot;Not C.S. Lewis level reasoning, but Apple's continued existence is evidence for the existence of God&quot; #bawling #sxsw",Apple,2,"[{""word"": ""K"", ""entity"": ""B-person""}, {""word"": ""aw"", ""entity"": ""I-person""}, {""word"": ""asaki"", ""entity"": ""I-person""}, {""word"": ""\u0120C"", ""entity"": ""B-person""}, {""word"": ""."", ""entity"": ""I-person""}, {""word"": ""S"", ""entity"": ""I-person""}, {""word"": ""."", ""entity"": ""I-person""}, {""word"": ""\u0120Lewis"", ""entity"": ""I-person""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}]",2
105,105,Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment  via @mention,Apple,2,"[{""word"": ""K"", ""entity"": ""B-person""}, {""word"": ""aw"", ""entity"": ""I-person""}, {""word"": ""asaki"", ""entity"": ""I-person""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}]",2
107,107,"#SXSW and #Apple iPad 2's are great, but thoughts are w/ Japan and APAC regions dealing w/ earthquake &amp; tsunami trauma. #sxswi",iPad,2,"[{""word"": ""Apple"", ""entity"": ""B-product""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""\u0120Japan"", ""entity"": ""B-location""}, {""word"": ""\u0120AP"", ""entity"": ""B-location""}, {""word"": ""AC"", ""entity"": ""I-location""}, {""word"": ""\u0120earthquake"", ""entity"": ""B-event""}]",2
109,109,"At #SXSW, #Apple schools the marketing experts - {link}",Apple,2,"[{""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120#"", ""entity"": ""B-corporation""}, {""word"": ""Apple"", ""entity"": ""I-corporation""}]",1
111,111,"Temporary #apple store is def not a tent, it's a powerhouse gym #SXSW  {link}",Apple,2,[],2
112,112,"Temporary #Apple store on 6th and Congress for #sxsw, along with 10,000 very happy hipsters.",Apple,2,"[{""word"": ""Apple"", ""entity"": ""I-corporation""}, {""word"": ""\u01206"", ""entity"": ""B-location""}, {""word"": ""th"", ""entity"": ""I-location""}, {""word"": ""\u0120Congress"", ""entity"": ""B-location""}, {""word"": ""sw"", ""entity"": ""I-location""}]",2
113,113,���@mention #Apple wins #SXSW {link} Opening a temporary store in downtown Austin to support #iPad2 launch - That is good.,Apple,2,"[{""word"": ""\u00ef\u00bf\u00bd\u00ef\u00bf\u00bd\u00ef\u00bf\u00bd"", ""entity"": ""B-corporation""}, {""word"": ""@"", ""entity"": ""I-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120#"", ""entity"": ""I-corporation""}, {""word"": ""Apple"", ""entity"": ""I-corporation""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120downtown"", ""entity"": ""B-location""}, {""word"": ""\u0120Austin"", ""entity"": ""B-location""}, {""word"": ""i"", ""entity"": ""B-product""}, {""word"": ""Pad"", ""entity"": ""I-product""}, {""word"": ""2"", ""entity"": ""I-product""}]",2
114,114,#iPad and #Austin are trending today. Have fun at #sxsw all you nerdy nerds!!!,iPad,2,"[{""word"": ""#"", ""entity"": ""B-product""}, {""word"": ""i"", ""entity"": ""B-product""}, {""word"": ""Pad"", ""entity"": ""I-product""}, {""word"": ""Austin"", ""entity"": ""B-product""}, {""word"": ""x"", ""entity"": ""I-event""}, {""word"": ""sw"", ""entity"": ""I-event""}]",2
117,117,Christian #iPad #iPhone devs I want to talk to u at #sxsw or after -maybe we can wk together on cool app! @mention me,iPad or iPhone App,2,"[{""word"": ""i"", ""entity"": ""B-product""}, {""word"": ""x"", ""entity"": ""I-event""}, {""word"": ""sw"", ""entity"": ""I-event""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120me"", ""entity"": ""I-person""}]",2
119,119,The Apple #iPAD2  has taken #SxSW and #Austin by storm.. {link}  @mention excited to a be a part #mobile,iPad,2,"[{""word"": ""\u0120Apple"", ""entity"": ""B-product""}, {""word"": ""\u0120#"", ""entity"": ""B-product""}, {""word"": ""i"", ""entity"": ""I-product""}, {""word"": ""P"", ""entity"": ""I-product""}, {""word"": ""AD"", ""entity"": ""I-product""}, {""word"": ""2"", ""entity"": ""I-product""}, {""word"": ""\u0120#"", ""entity"": ""B-location""}, {""word"": ""S"", ""entity"": ""B-location""}, {""word"": ""x"", ""entity"": ""I-location""}, {""word"": ""SW"", ""entity"": ""I-location""}, {""word"": ""\u0120#"", ""entity"": ""B-location""}, {""word"": ""Austin"", ""entity"": ""B-location""}, {""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}]",2
120,120,I can haz #iPad2 ifrom #SxSW Gr8 {link},iPad,2,"[{""word"": ""\u0120#"", ""entity"": ""B-product""}, {""word"": ""i"", ""entity"": ""B-product""}, {""word"": ""Pad"", ""entity"": ""I-product""}, {""word"": ""2"", ""entity"": ""I-product""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""x"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""8"", ""entity"": ""I-product""}]",2
121,121,"Stacks of #ipad2's waiting to be bought at #sxsw. I got mine, no hassle at all. Apple handled this perfectly {link}",iPad,2,"[{""word"": ""\u0120#"", ""entity"": ""B-product""}, {""word"": ""ip"", ""entity"": ""I-product""}, {""word"": ""ad"", ""entity"": ""I-product""}, {""word"": ""2"", ""entity"": ""I-product""}, {""word"": ""'s"", ""entity"": ""I-product""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}]",2
127,127,"Take that #SXSW ! RT @mention Major South Korean director gets $130,000 to make a movie entirely with his iPhone. {link}",iPhone,2,"[{""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}]",2
128,128,"Beautiful #sxsw (@mention Apple Store, SXSW) [pic]: {link}",Apple,2,"[{""word"": ""s"", ""entity"": ""B-event""}, {""word"": ""x"", ""entity"": ""I-event""}, {""word"": ""sw"", ""entity"": ""I-event""}, {""word"": ""ment"", ""entity"": ""B-location""}, {""word"": ""ion"", ""entity"": ""I-location""}, {""word"": ""\u0120Apple"", ""entity"": ""I-location""}, {""word"": ""\u0120Store"", ""entity"": ""I-location""}, {""word"": ""\u0120SX"", ""entity"": ""B-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
134,134,Must have #SXSW app! RT @mention Lovely review from Forbes for our SXSW iPad app Holler Gram - {link},iPad or iPhone App,2,"[{""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120Forbes"", ""entity"": ""B-corporation""}, {""word"": ""\u0120SX"", ""entity"": ""B-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u0120Holl"", ""entity"": ""B-product""}, {""word"": ""er"", ""entity"": ""I-product""}, {""word"": ""\u0120Gram"", ""entity"": ""I-product""}]",2
135,135,Temporary #sxsw apple store. Apple being sneaky as usual  {link},Apple,2,"[{""word"": ""\u0120apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}]",1
137,137,���@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.�۝,iPad or iPhone App,2,"[{""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u0120Moon"", ""entity"": ""B-corporation""}, {""word"": ""bot"", ""entity"": ""I-corporation""}, {""word"": ""\u0120studios"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Louisiana"", ""entity"": ""B-location""}]",2
138,138,Apple won #SxSW from day one. Seeing a TON of #iPad2,iPad,2,"[{""word"": ""Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""x"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120#"", ""entity"": ""B-product""}, {""word"": ""i"", ""entity"": ""B-product""}, {""word"": ""Pad"", ""entity"": ""I-product""}, {""word"": ""2"", ""entity"": ""I-product""}]",2
141,141,���@mention #sxsw ipad store sold out of everything except 64gig wifi only white�۝ @mention Did you manage to get yours?,iPad,2,"[{""word"": ""\u00ef\u00bf\u00bd\u00ef\u00bf\u00bd\u00ef\u00bf\u00bd"", ""entity"": ""B-corporation""}, {""word"": ""@"", ""entity"": ""I-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""s"", ""entity"": ""I-corporation""}, {""word"": ""x"", ""entity"": ""I-corporation""}, {""word"": ""sw"", ""entity"": ""I-corporation""}, {""word"": ""ad"", ""entity"": ""I-corporation""}, {""word"": ""g"", ""entity"": ""I-product""}, {""word"": ""ig"", ""entity"": ""I-product""}, {""word"": ""\u0120wifi"", ""entity"": ""I-product""}, {""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}]",0
142,142,���@mention #sxsw ipad store sold out of everything except 64gig wifi only white�۝ also known as the white jeans configuration.,iPad,2,"[{""word"": ""\u00ef\u00bf\u00bd\u00ef\u00bf\u00bd\u00ef\u00bf\u00bd"", ""entity"": ""B-corporation""}, {""word"": ""@"", ""entity"": ""I-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120#"", ""entity"": ""I-corporation""}, {""word"": ""s"", ""entity"": ""I-corporation""}, {""word"": ""x"", ""entity"": ""I-corporation""}, {""word"": ""sw"", ""entity"": ""I-corporation""}, {""word"": ""ad"", ""entity"": ""I-corporation""}, {""word"": ""\u0120store"", ""entity"": ""I-corporation""}]",0
143,143,Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,iPad,2,"[{""word"": ""ad"", ""entity"": ""I-product""}, {""word"": ""\u0120nin"", ""entity"": ""B-group""}, {""word"": ""j"", ""entity"": ""I-group""}, {""word"": ""af"", ""entity"": ""I-group""}, {""word"": ""inder"", ""entity"": ""I-group""}]",0
148,148,#POURsite #SXSW learning about the life-changing impact of the iPad on real people's actual lives - bravo!,iPad,2,"[{""word"": ""P"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}]",2
152,152,The Apple #SXSW store still has iPad 2's and short lines.,iPad,2,"[{""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120#"", ""entity"": ""B-location""}, {""word"": ""S"", ""entity"": ""I-location""}, {""word"": ""X"", ""entity"": ""I-location""}, {""word"": ""SW"", ""entity"": ""I-location""}, {""word"": ""\u0120store"", ""entity"": ""I-location""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""'s"", ""entity"": ""I-product""}]",1
154,154,"Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",Other Google product or service,2,"[{""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""s"", ""entity"": ""I-event""}, {""word"": ""x"", ""entity"": ""I-event""}, {""word"": ""sw"", ""entity"": ""I-event""}, {""word"": ""\u0120trades"", ""entity"": ""I-event""}, {""word"": ""how"", ""entity"": ""I-event""}, {""word"": ""\u0120@"", ""entity"": ""B-product""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120Google"", ""entity"": ""B-location""}, {""word"": ""\u0120Theatre"", ""entity"": ""I-location""}]",1
